r wheel v,f wheel v,accel v,brake lever,brake pid,braking,slip,error,output sum,output
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
1,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
48,0,48,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,3,0,90,90,0,0,1000,90,175
0,3,0,90,90,0,0,1000,90,175
92,3,92,90,90,0,0,1000,90,175
92,0,92,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,247,0,90,90,0,0,1000,90,175
0,247,0,90,90,0,0,1000,90,175
139,247,139,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
0,0,0,90,90,0,0,1000,90,175
