0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
0,0,0,90,90,0,306.12
