r wheel v,f wheel v,accel v,brake lever,brake pid,braking,slip,error,output sum,output
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
0,0,0,90,90,0,223.37,776.63,175,175
