r wheel v,f wheel v,accel v,brake lever,brake pid,braking,slip,error,output sum,output
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
0,0,0,90,90,0,-147.87,1147.87,140.71,152.19
