wheel v,accel v,servo pos,braking,wheel vel[mph],accel-based vel [mph],brake position,braking,% slip,cal,rear brake,cal,rear slip,cal
242,242,90,0,2.42,2.42,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
241,241,90,0,2.41,2.41,0,0,0,,,,,
241,241,90,0,2.41,2.41,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
237,237,90,0,2.37,2.37,0,0,0,,,,,
237,237,90,0,2.37,2.37,0,0,0,,,,,
233,233,90,0,2.33,2.33,0,0,0,,,,,
233,233,90,0,2.33,2.33,0,0,0,,,,,
233,233,90,0,2.33,2.33,0,0,0,,,,,
230,230,90,0,2.3,2.3,0,0,0,,,,,
230,230,90,0,2.3,2.3,0,0,0,,,,,
230,230,90,0,2.3,2.3,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
226,226,90,0,2.26,2.26,0,0,0,,,,,
226,226,90,0,2.26,2.26,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
221,222,90,0,2.21,2.22,0,0,0.45045045,,,,,
221,221,90,0,2.21,2.21,0,0,0,,,,,
221,221,90,0,2.21,2.21,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
218,218,90,0,2.18,2.18,0,0,0,,,,,
218,218,90,0,2.18,2.18,0,0,0,,,,,
224,224,90,0,2.24,2.24,0,0,0,,,,,
224,224,90,0,2.24,2.24,0,0,0,,,,,
224,224,90,0,2.24,2.24,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
234,234,90,0,2.34,2.34,0,0,0,,,,,
234,234,90,0,2.34,2.34,0,0,0,,,,,
234,234,90,0,2.34,2.34,0,0,0,,,,,
230,230,90,0,2.3,2.3,0,0,0,,,,,
230,230,90,0,2.3,2.3,0,0,0,,,,,
226,226,90,0,2.26,2.26,0,0,0,,,,,
226,226,90,0,2.26,2.26,0,0,0,,,,,
226,226,90,0,2.26,2.26,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
218,225,90,0,2.18,2.25,0,0,3.111111111,,,,,
218,218,90,0,2.18,2.18,0,0,0,,,,,
218,218,90,0,2.18,2.18,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
243,243,90,0,2.43,2.43,0,0,0,,,,,
243,243,90,0,2.43,2.43,0,0,0,,,,,
243,243,90,0,2.43,2.43,0,0,0,,,,,
269,269,90,0,2.69,2.69,0,0,0,,,,,
269,269,90,0,2.69,2.69,0,0,0,,,,,
294,294,90,0,2.94,2.94,0,0,0,,,,,
294,294,90,0,2.94,2.94,0,0,0,,,,,
1968,1968,90,0,19.68,19.68,0,0,0,,,,,
1175,1175,90,0,11.75,11.75,0,0,0,,,,,
1175,1175,90,0,11.75,11.75,0,0,0,,,,,
1162,1162,90,0,11.62,11.62,0,0,0,,,,,
1162,1162,90,0,11.62,11.62,0,0,0,,,,,
337,337,90,0,3.37,3.37,0,0,0,,,,,
337,337,90,0,3.37,3.37,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
361,361,90,0,3.61,3.61,0,0,0,,,,,
361,361,90,0,3.61,3.61,0,0,0,,,,,
376,376,90,0,3.76,3.76,0,0,0,,,,,
397,397,90,0,3.97,3.97,0,0,0,,,,,
397,397,90,0,3.97,3.97,0,0,0,,,,,
403,403,90,0,4.03,4.03,0,0,0,,,,,
397,397,90,0,3.97,3.97,0,0,0,,,,,
397,397,90,0,3.97,3.97,0,0,0,,,,,
384,384,90,0,3.84,3.84,0,0,0,,,,,
392,384,90,0,3.92,3.84,0,0,-2.083333333,,,,,
392,392,90,0,3.92,3.92,0,0,0,,,,,
399,399,90,0,3.99,3.99,0,0,0,,,,,
401,401,90,0,4.01,4.01,0,0,0,,,,,
401,401,90,0,4.01,4.01,0,0,0,,,,,
396,396,90,0,3.96,3.96,0,0,0,,,,,
393,393,90,0,3.93,3.93,0,0,0,,,,,
393,393,90,0,3.93,3.93,0,0,0,,,,,
391,391,90,0,3.91,3.91,0,0,0,,,,,
386,386,90,0,3.86,3.86,0,0,0,,,,,
386,386,90,0,3.86,3.86,0,0,0,,,,,
385,385,90,0,3.85,3.85,0,0,0,,,,,
393,385,90,0,3.93,3.85,0,0,-2.077922078,,,,,
393,393,90,0,3.93,3.93,0,0,0,,,,,
394,394,90,0,3.94,3.94,0,0,0,,,,,
394,394,90,0,3.94,3.94,0,0,0,,,,,
389,389,90,0,3.89,3.89,0,0,0,,,,,
390,390,90,0,3.9,3.9,0,0,0,,,,,
390,390,90,0,3.9,3.9,0,0,0,,,,,
396,396,90,0,3.96,3.96,0,0,0,,,,,
392,392,90,0,3.92,3.92,0,0,0,,,,,
392,392,90,0,3.92,3.92,0,0,0,,,,,
375,375,90,0,3.75,3.75,0,0,0,,,,,
373,373,90,0,3.73,3.73,0,0,0,,,,,
373,373,90,0,3.73,3.73,0,0,0,,,,,
381,381,90,0,3.81,3.81,0,0,0,,,,,
381,381,90,0,3.81,3.81,0,0,0,,,,,
372,372,90,0,3.72,3.72,0,0,0,,,,,
365,365,90,0,3.65,3.65,0,0,0,,,,,
365,365,90,0,3.65,3.65,0,0,0,,,,,
360,360,90,0,3.6,3.6,0,0,0,,,,,
367,367,90,0,3.67,3.67,0,0,0,,,,,
367,367,90,0,3.67,3.67,0,0,0,,,,,
330,330,90,0,3.3,3.3,0,0,0,,,,,
330,330,90,0,3.3,3.3,0,0,0,,,,,
335,335,90,0,3.35,3.35,0,0,0,,,,,
335,335,90,0,3.35,3.35,0,0,0,,,,,
326,326,90,0,3.26,3.26,0,0,0,,,,,
326,326,90,0,3.26,3.26,0,0,0,,,,,
312,312,90,0,3.12,3.12,0,0,0,,,,,
312,312,90,0,3.12,3.12,0,0,0,,,,,
291,291,90,0,2.91,2.91,0,0,0,,,,,
291,291,90,0,2.91,2.91,0,0,0,,,,,
293,293,90,0,2.93,2.93,0,0,0,,,,,
293,293,90,0,2.93,2.93,0,0,0,,,,,
281,281,90,0,2.81,2.81,0,0,0,,,,,
281,281,90,0,2.81,2.81,0,0,0,,,,,
281,281,90,0,2.81,2.81,0,0,0,,,,,
259,259,90,0,2.59,2.59,0,0,0,,,,,
259,259,90,0,2.59,2.59,0,0,0,,,,,
264,264,90,0,2.64,2.64,0,0,0,,,,,
264,264,90,0,2.64,2.64,0,0,0,,,,,
252,252,90,0,2.52,2.52,0,0,0,,,,,
252,252,90,0,2.52,2.52,0,0,0,,,,,
252,252,90,0,2.52,2.52,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
185,185,90,0,1.85,1.85,0,0,0,,,,,
185,185,90,0,1.85,1.85,0,0,0,,,,,
185,185,90,0,1.85,1.85,0,0,0,,,,,
171,171,90,0,1.71,1.71,0,0,0,,,,,
171,171,90,0,1.71,1.71,0,0,0,,,,,
171,171,90,0,1.71,1.71,0,0,0,,,,,
171,171,90,0,1.71,1.71,0,0,0,,,,,
176,176,90,0,1.76,1.76,0,0,0,,,,,
176,176,90,0,1.76,1.76,0,0,0,,,,,
176,176,90,0,1.76,1.76,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
166,166,90,0,1.66,1.66,0,0,0,,,,,
166,166,90,0,1.66,1.66,0,0,0,,,,,
166,166,90,0,1.66,1.66,0,0,0,,,,,
166,166,90,0,1.66,1.66,0,0,0,,,,,
166,166,90,0,1.66,1.66,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
132,132,90,0,1.32,1.32,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
108,108,90,0,1.08,1.08,0,0,0,,,,,
93,93,90,0,0.93,0.93,0,0,0,,,,,
93,93,90,0,0.93,0.93,0,0,0,,,,,
93,93,90,0,0.93,0.93,0,0,0,,,,,
93,93,90,0,0.93,0.93,0,0,0,,,,,
93,93,90,0,0.93,0.93,0,0,0,,,,,
103,103,90,0,1.03,1.03,0,0,0,,,,,
103,103,90,0,1.03,1.03,0,0,0,,,,,
103,103,90,0,1.03,1.03,0,0,0,,,,,
103,103,90,0,1.03,1.03,0,0,0,,,,,
133,133,90,0,1.33,1.33,0,0,0,,,,,
133,133,90,0,1.33,1.33,0,0,0,,,,,
133,133,90,0,1.33,1.33,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
198,198,90,0,1.98,1.98,0,0,0,,,,,
198,198,90,0,1.98,1.98,0,0,0,,,,,
198,198,90,0,1.98,1.98,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
211,211,90,0,2.11,2.11,0,0,0,,,,,
211,211,90,0,2.11,2.11,0,0,0,,,,,
211,211,90,0,2.11,2.11,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
225,225,90,0,2.25,2.25,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
224,224,90,0,2.24,2.24,0,0,0,,,,,
224,224,90,0,2.24,2.24,0,0,0,,,,,
229,229,90,0,2.29,2.29,0,0,0,,,,,
229,229,90,0,2.29,2.29,0,0,0,,,,,
242,229,90,0,2.42,2.29,0,0,-5.676855895,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
242,242,90,0,2.42,2.42,0,0,0,,,,,
246,246,90,0,2.46,2.46,0,0,0,,,,,
246,246,90,0,2.46,2.46,0,0,0,,,,,
246,246,90,0,2.46,2.46,0,0,0,,,,,
233,233,90,0,2.33,2.33,0,0,0,,,,,
233,233,90,0,2.33,2.33,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
227,227,90,0,2.27,2.27,0,0,0,,,,,
237,237,90,0,2.37,2.37,0,0,0,,,,,
237,237,90,0,2.37,2.37,0,0,0,,,,,
241,241,90,0,2.41,2.41,0,0,0,,,,,
241,241,90,0,2.41,2.41,0,0,0,,,,,
257,257,90,0,2.57,2.57,0,0,0,,,,,
257,257,90,0,2.57,2.57,0,0,0,,,,,
257,257,90,0,2.57,2.57,0,0,0,,,,,
266,266,90,0,2.66,2.66,0,0,0,,,,,
266,266,90,0,2.66,2.66,0,0,0,,,,,
274,274,90,0,2.74,2.74,0,0,0,,,,,
274,274,90,0,2.74,2.74,0,0,0,,,,,
277,277,90,0,2.77,2.77,0,0,0,,,,,
277,277,90,0,2.77,2.77,0,0,0,,,,,
281,281,90,0,2.81,2.81,0,0,0,,,,,
281,281,90,0,2.81,2.81,0,0,0,,,,,
287,287,90,0,2.87,2.87,0,0,0,,,,,
287,287,90,0,2.87,2.87,0,0,0,,,,,
287,287,90,0,2.87,2.87,0,0,0,,,,,
287,287,90,0,2.87,2.87,0,0,0,,,,,
293,293,90,0,2.93,2.93,0,0,0,,,,,
293,293,90,0,2.93,2.93,0,0,0,,,,,
307,307,90,0,3.07,3.07,0,0,0,,,,,
307,307,90,0,3.07,3.07,0,0,0,,,,,
315,315,90,0,3.15,3.15,0,0,0,,,,,
315,315,90,0,3.15,3.15,0,0,0,,,,,
329,329,90,0,3.29,3.29,0,0,0,,,,,
329,329,90,0,3.29,3.29,0,0,0,,,,,
320,320,90,0,3.2,3.2,0,0,0,,,,,
316,316,90,0,3.16,3.16,0,0,0,,,,,
316,316,90,0,3.16,3.16,0,0,0,,,,,
313,316,90,0,3.13,3.16,0,0,0.949367089,,,,,
313,313,90,0,3.13,3.13,0,0,0,,,,,
323,323,90,0,3.23,3.23,0,0,0,,,,,
323,323,90,0,3.23,3.23,0,0,0,,,,,
332,332,90,0,3.32,3.32,0,0,0,,,,,
332,332,90,0,3.32,3.32,0,0,0,,,,,
339,339,90,0,3.39,3.39,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
357,357,90,0,3.57,3.57,0,0,0,,,,,
357,357,90,0,3.57,3.57,0,0,0,,,,,
348,348,90,0,3.48,3.48,0,0,0,,,,,
348,348,90,0,3.48,3.48,0,0,0,,,,,
348,348,90,0,3.48,3.48,0,0,0,,,,,
348,348,90,0,3.48,3.48,0,0,0,,,,,
348,348,90,0,3.48,3.48,0,0,0,,,,,
338,338,90,0,3.38,3.38,0,0,0,,,,,
338,338,90,0,3.38,3.38,0,0,0,,,,,
333,333,90,0,3.33,3.33,0,0,0,,,,,
345,345,90,0,3.45,3.45,0,0,0,,,,,
345,345,90,0,3.45,3.45,0,0,0,,,,,
351,351,90,0,3.51,3.51,0,0,0,,,,,
351,351,90,0,3.51,3.51,0,0,0,,,,,
360,360,90,0,3.6,3.6,0,0,0,,,,,
360,360,90,0,3.6,3.6,0,0,0,,,,,
342,342,90,0,3.42,3.42,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
347,347,90,0,3.47,3.47,0,0,0,,,,,
359,359,90,0,3.59,3.59,0,0,0,,,,,
363,363,90,0,3.63,3.63,0,0,0,,,,,
363,364,131,1,3.63,3.64,4.1,1,0.274725275,,,,,
362,361,154,1,3.62,3.61,6.4,1,-0.27700831,,,,,
362,358,159,1,3.62,3.58,6.9,1,-1.117318436,,,,,
364,352,164,1,3.64,3.52,7.4,1,-3.409090909,,,,,
364,344,165,1,3.64,3.44,7.5,1,-5.813953488,,,,,
364,326,162,1,3.64,3.26,7.2,1,-11.65644172,,,,,
350,306,150,1,3.5,3.06,6,1,-14.37908497,,,,,
350,299,105,1,3.5,2.99,1.5,1,-17.05685619,,,,,
315,315,90,0,3.15,3.15,0,0,0,,,,,
315,315,90,0,3.15,3.15,0,0,0,,,,,
307,307,90,0,3.07,3.07,0,0,0,,,,,
307,307,90,0,3.07,3.07,0,0,0,,,,,
325,325,90,0,3.25,3.25,0,0,0,,,,,
325,325,90,0,3.25,3.25,0,0,0,,,,,
316,316,90,0,3.16,3.16,0,0,0,,,,,
316,316,90,0,3.16,3.16,0,0,0,,,,,
300,300,90,0,3,3,0,0,0,,,,,
300,300,90,0,3,3,0,0,0,,,,,
304,304,90,0,3.04,3.04,0,0,0,,,,,
308,308,90,0,3.08,3.08,0,0,0,,,,,
308,308,90,0,3.08,3.08,0,0,0,,,,,
305,305,90,0,3.05,3.05,0,0,0,,,,,
305,305,90,0,3.05,3.05,0,0,0,,,,,
301,301,90,0,3.01,3.01,0,0,0,,,,,
301,301,90,0,3.01,3.01,0,0,0,,,,,
295,295,90,0,2.95,2.95,0,0,0,,,,,
295,295,90,0,2.95,2.95,0,0,0,,,,,
295,295,90,0,2.95,2.95,0,0,0,,,,,
282,282,90,0,2.82,2.82,0,0,0,,,,,
282,282,90,0,2.82,2.82,0,0,0,,,,,
273,273,90,0,2.73,2.73,0,0,0,,,,,
273,273,90,0,2.73,2.73,0,0,0,,,,,
273,273,90,0,2.73,2.73,0,0,0,,,,,
273,273,90,0,2.73,2.73,0,0,0,,,,,
280,280,90,0,2.8,2.8,0,0,0,,,,,
280,280,90,0,2.8,2.8,0,0,0,,,,,
285,285,90,0,2.85,2.85,0,0,0,,,,,
285,285,90,0,2.85,2.85,0,0,0,,,,,
285,285,90,0,2.85,2.85,0,0,0,,,,,
270,270,90,0,2.7,2.7,0,0,0,,,,,
270,270,90,0,2.7,2.7,0,0,0,,,,,
257,257,90,0,2.57,2.57,0,0,0,,,,,
257,257,90,0,2.57,2.57,0,0,0,,,,,
261,261,90,0,2.61,2.61,0,0,0,,,,,
261,261,90,0,2.61,2.61,0,0,0,,,,,
258,258,90,0,2.58,2.58,0,0,0,,,,,
258,258,90,0,2.58,2.58,0,0,0,,,,,
258,258,90,0,2.58,2.58,0,0,0,,,,,
249,249,90,0,2.49,2.49,0,0,0,,,,,
249,249,90,0,2.49,2.49,0,0,0,,,,,
249,249,90,0,2.49,2.49,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
220,220,90,0,2.2,2.2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
200,200,90,0,2,2,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
190,190,90,0,1.9,1.9,0,0,0,,,,,
190,190,90,0,1.9,1.9,0,0,0,,,,,
190,190,90,0,1.9,1.9,0,0,0,,,,,
190,190,90,0,1.9,1.9,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
181,181,90,0,1.81,1.81,0,0,0,,,,,
163,181,90,0,1.63,1.81,0,0,9.944751381,,,,,
163,163,90,0,1.63,1.63,0,0,0,,,,,
163,163,90,0,1.63,1.63,0,0,0,,,,,
163,163,90,0,1.63,1.63,0,0,0,,,,,
163,163,90,0,1.63,1.63,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
151,151,90,0,1.51,1.51,0,0,0,,,,,
152,152,90,0,1.52,1.52,0,0,0,,,,,
152,152,90,0,1.52,1.52,0,0,0,,,,,
152,152,90,0,1.52,1.52,0,0,0,,,,,
152,152,90,0,1.52,1.52,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
175,175,90,0,1.75,1.75,0,0,0,,,,,
175,175,90,0,1.75,1.75,0,0,0,,,,,
175,175,90,0,1.75,1.75,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
191,191,90,0,1.91,1.91,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
204,204,90,0,2.04,2.04,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
215,215,90,0,2.15,2.15,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
219,219,90,0,2.19,2.19,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
223,223,90,0,2.23,2.23,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
222,222,90,0,2.22,2.22,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
213,213,90,0,2.13,2.13,0,0,0,,,,,
203,203,90,0,2.03,2.03,0,0,0,,,,,
203,203,90,0,2.03,2.03,0,0,0,,,,,
203,203,90,0,2.03,2.03,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
194,194,90,0,1.94,1.94,0,0,0,,,,,
196,196,90,0,1.96,1.96,0,0,0,,,,,
196,196,90,0,1.96,1.96,0,0,0,,,,,
196,196,90,0,1.96,1.96,0,0,0,,,,,
182,182,90,0,1.82,1.82,0,0,0,,,,,
182,182,90,0,1.82,1.82,0,0,0,,,,,
182,182,90,0,1.82,1.82,0,0,0,,,,,
182,182,90,0,1.82,1.82,0,0,0,,,,,
167,167,90,0,1.67,1.67,0,0,0,,,,,
167,167,90,0,1.67,1.67,0,0,0,,,,,
167,167,90,0,1.67,1.67,0,0,0,,,,,
161,167,90,0,1.61,1.67,0,0,3.592814371,,,,,
161,161,90,0,1.61,1.61,0,0,0,,,,,
161,161,90,0,1.61,1.61,0,0,0,,,,,
161,161,90,0,1.61,1.61,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
156,156,90,0,1.56,1.56,0,0,0,,,,,
148,148,90,0,1.48,1.48,0,0,0,,,,,
148,148,90,0,1.48,1.48,0,0,0,,,,,
148,148,90,0,1.48,1.48,0,0,0,,,,,
148,148,90,0,1.48,1.48,0,0,0,,,,,
140,140,90,0,1.4,1.4,0,0,0,,,,,
140,140,90,0,1.4,1.4,0,0,0,,,,,
140,140,90,0,1.4,1.4,0,0,0,,,,,
140,140,90,0,1.4,1.4,0,0,0,,,,,
141,141,90,0,1.41,1.41,0,0,0,,,,,
141,141,90,0,1.41,1.41,0,0,0,,,,,
141,141,90,0,1.41,1.41,0,0,0,,,,,
141,141,90,0,1.41,1.41,0,0,0,,,,,
144,144,90,0,1.44,1.44,0,0,0,,,,,
144,144,90,0,1.44,1.44,0,0,0,,,,,
144,144,90,0,1.44,1.44,0,0,0,,,,,
144,144,90,0,1.44,1.44,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
158,158,90,0,1.58,1.58,0,0,0,,,,,
159,159,90,0,1.59,1.59,0,0,0,,,,,
159,159,90,0,1.59,1.59,0,0,0,,,,,
159,159,90,0,1.59,1.59,0,0,0,,,,,
159,159,90,0,1.59,1.59,0,0,0,,,,,
175,175,90,0,1.75,1.75,0,0,0,,,,,
175,175,90,0,1.75,1.75,0,0,0,,,,,
202,202,90,0,2.02,2.02,0,0,0,,,,,
202,202,90,0,2.02,2.02,0,0,0,,,,,
202,202,90,0,2.02,2.02,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
216,216,90,0,2.16,2.16,0,0,0,,,,,
250,250,90,0,2.5,2.5,0,0,0,,,,,
250,250,90,0,2.5,2.5,0,0,0,,,,,
291,291,90,0,2.91,2.91,0,0,0,,,,,
291,291,90,0,2.91,2.91,0,0,0,,,,,
355,355,90,0,3.55,3.55,0,0,0,,,,,
398,398,90,0,3.98,3.98,0,0,0,,,,,
438,438,90,0,4.38,4.38,0,0,0,,,,,
438,438,90,0,4.38,4.38,0,0,0,,,,,
449,449,90,0,4.49,4.49,0,0,0,,,,,
481,481,90,0,4.81,4.81,0,0,0,,,,,
480,480,90,0,4.8,4.8,0,0,0,,,,,
486,486,90,0,4.86,4.86,0,0,0,,,,,
517,517,90,0,5.17,5.17,0,0,0,,,,,
564,564,90,0,5.64,5.64,0,0,0,,,,,
624,624,90,0,6.24,6.24,0,0,0,,,,,
696,696,90,0,6.96,6.96,0,0,0,,,,,
751,751,90,0,7.51,7.51,0,0,0,,,,,
778,778,90,0,7.78,7.78,0,0,0,,,,,
743,743,90,0,7.43,7.43,0,0,0,,,,,
742,742,90,0,7.42,7.42,0,0,0,,,,,
780,780,90,0,7.8,7.8,0,0,0,,,,,
884,884,90,0,8.84,8.84,0,0,0,,,,,
884,884,90,0,8.84,8.84,0,0,0,,,,,
806,806,90,0,8.06,8.06,0,0,0,,,,,
776,776,90,0,7.76,7.76,0,0,0,,,,,
803,803,90,0,8.03,8.03,0,0,0,,,,,
