r wheel v,f wheel v,accel v,brake lever,brake pid,braking,slip,error,output sum,output
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
0,0,0,90,90,0,385.26,614.74,92.44,153.91
