0,
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.86,3.86
3.86,0
3.86,0
3.86,0
3.86,0
3.86,0
3.86,0
0,-3.86
0,0
0,0
0,0
3.78,3.78
3.78,0
3.78,0
3.78,0
3.78,0
3.78,0
3.99,0.21
3.99,0
3.99,0
3.99,0
3.99,0
3.99,0
4.56,0.57
4.56,0
4.56,0
4.56,0
4.56,0
4.56,0
4.87,0.31
4.87,0
4.87,0
4.87,0
4.87,0
4.87,0
4.87,0
5.2,0.33
5.2,0
5.2,0
5.2,0
5.2,0
5.2,0
5.2,0
5.2,0
5.2,0
5.31,0.11
5.31,0
5.31,0
5.35,0.04
5.35,0
5.35,0
5.35,0
5.58,0.23
5.58,0
5.58,0
5.58,0
5.85,0.27
5.85,0
5.85,0
5.85,0
5.98,0.13
5.98,0
5.98,0
5.98,0
6.21,0.23
6.21,0
6.21,0
6.21,0
6.53,0.32
6.77,0.24
6.77,0
6.77,0
6.77,0
6.77,0
7.27,0.5
7.27,0
7.58,0.31
7.58,0
7.58,0
7.58,0
8.04,0.46
